fold,epoch,train_loss,valid_loss,mcrmse,cohesion,syntax,vocabulary,phraseology,grammar,conventions
0,4,0.07117536,0.101012796,0.4497641,0.49249688,0.4448735,0.409033,0.4462244,0.46323317,0.44272354
1,4,0.070812516,0.1039561,0.45693734,0.4792897,0.4490216,0.417858,0.4680097,0.4741151,0.4533299
2,4,0.071884654,0.10021392,0.448099,0.47139075,0.4519312,0.41172892,0.44338444,0.47517735,0.43498108
3,4,0.072280936,0.10313874,0.45508695,0.48426276,0.44285285,0.42736554,0.46356332,0.4730702,0.43940678
