fold,epoch,train_loss,valid_loss,mcrmse,cohesion,syntax,vocabulary,phraseology,grammar,conventions
0,3,0.08971082,0.09958492,0.44656095,0.47749436,0.43771023,0.40941164,0.45184752,0.465038,0.43786392
2,4,0.0743549,0.103761405,0.4565786,0.47840127,0.448847,0.41283834,0.46768445,0.47696036,0.45474005
1,4,0.07357522,0.10318164,0.45514414,0.4826379,0.44365644,0.42392686,0.457923,0.47034103,0.45237944
3,3,0.090752356,0.10095013,0.4498687,0.4836076,0.4495831,0.41361678,0.44395465,0.47547778,0.4329722
